@relation docs

@attribute top_tag string
@attribute inlink string
@attribute class string


@data
"associ freighter http/ cruis travel com/ ","lifehack freighter cruis travel ",1051780
"site ski mountain click goto page email resort sierra summit com/ friend sierrasummit ","ski ",600020
"templat readi ","powerpoint ",906014
"page genealog ","genealog ",704310
"spare crane dot ","crane ",805301
"site tutori resourc free html view raquo htmlsourc mous ","resourc refer tool script imag design ",906014
"fabul hors stamped myrtl danc normal cours beach dixi time enjoi feast dixiestamped offici dolli parton pigeon rental dinner smoki packag sing branson view com/ compar cabin click line theatr dix north bike comedi map friendli forg direct site buffalo matter south night tour arabian magnific ","vacat travel ",400000
"event nicol visit margaret ","shop handbag fashion cloth bag inspir ",800520
"direct product offshor fresh seafood catalina public frozen ","tuna raw shop cook store sushi seafood onlin food fish recip ",800520
"set onlin moss edit registri date log password sale par market galleri flea style regist forgot offici googl comment profil ","cool shop interior fashion gift store accessori gadget art lifestyl nyc furnitur product modern decor architectur housewar inspir contemporari light jewelri design retail ",800520
"help american jersei hous self clearinghous http// org org/ selfhelp ","support health ",621000
"demo integr root verio ssl download perform scalabl tip reli avoid time free forrest altern search technewsworld buyer busi option custom control holidai support onlin learn sale market acceler transact email sourc boost view abandon internet todai retail solut directori paper convers insight network applic indic domain read regist crm serv lineag ecommerc softwar site testdriv analyt robust optim buydomain premium rich manag akamai access linux technolog thi product secur listmanag sin proliant brows deliv ect actual sim verisign method server reduc success sampl ","ecommerc market busi crm technolog research ",805301
"america visit aaca join org antiqu cub nation inform homepag page club automobil auto view automot org/ ","histori ",1051780
"solut centr infrastructur directori knowledg network financ page leader crn busi regist recogn campu support onlin job technolog avaya commun corpor view com/ sampl ","softwar xxtagxx cabl job callcent voic enterpris network center telephoni pbx collabor avaya telecom busi telephon commun converg internet voip ",805301
"kstate press brandei award org headquart microsoft life univers refer jersei colleg listen extrem deutsch limit site text catalog onlin environ learn format join access nation main record organ princeton charg featur book dyslex committe blind org/ ","audio onlin librari commerci access volunt audiobook ebook assistivetechnolog literaci literatur dyslexia book read import educ blind brain ",621000
"reason blog org photo sun org/ talk ","creation reason polit blog biologi evolut religion skeptic atheism refer articl design scienc ",704310
"roberto politiki sort govern intut link net/ net journal resourc pol site portal list avail polit organ agora media internet countri parti ","histori govern directori portal tool link data land polit research resourc refer intern import politik media politica countri ",703200
"","hair ",800520
"softwar resourc toolbox outlook book busi leigh enterpris main ","outlook ",906014
"site blanket orphan intern care ","orphan ",704310
"atom feed trim mini ","shop sew craft fashion store notion accessori bag suppli textil nyc newyork creativ bead crafti button ribbon knit trim dii fabric design ",800520
"farm directori librari photo garden countri ","photo ",805301
"atla trend surfer global travel com/ surf china ","travel surf ",600020
"site categori commentari origin sport visit vbulletin blog org fan sinc homepag offici central refresh ","sport basebal footbal ",600020
"littl press intut http/ uk/ virago independ univers page book brown publish ","book read import publish english ",805301
"topic site psycholog trend michael current map ","psycholog ",621000
"retreat search quick finder visit ","retreat spiritu travel ",1051780
"control ross museum org technolog minnesota univers enfield scienc ","minnesota minneapoli museum local educ activ scienc kid ",400000
"jethro tull collect ","music band musician ",400000
"ca/ nurseri ","garden ",800520
"onlin art commun magazin museum philadelphia com/ mybrotha black ","magazin mybrotha black ",704310
"free person bridal directori coach com/ trial ","templat publish asp design ",704310
"militari matter ","histori ",800520
"save org leopard ","conserv endang ",703200
"save audiophil store henri nicht loudspeak gmbh industri itun love steve bower fred ipod busi denver read feed offici music site tivo dad speaker jazz return job jacob grime thi record galleri articl magazin ","music audio speaker manufactur theater entertain loudspeak product sound electron stereo hardwar hometheat design hifi ",805301
"proz servic freelanc translat ","forum spanish directori tool freelanc job languag french translat databas linguist refer busi commun dictionari import english ",805301
"dunbar featur textil knoll edward furnitur design ","furnitur ",805301
"centr allow toi lethal violenc polici org thi main hand center joe page shadow hegemon synergi org/ ","firearm violenc polici gun ",704310
"pictur mexican photoblog tokyo raul east com/ head gutierrez ","cool photograph mexican mexico portfolio art travel tibet awesom blog imag photo journal pictur photoblog asia inspir beauti design photographi china ",400000
"adventur march sky mica page dai ","snowboard ski canada ",600020
"directori return electr technolog main homepag page articl commun com/ ","forum social onlin commun import chat blog network friend ",906014
"cheapest click offer print colour page read card special fast design ","printer print design ",805301
"support manhattan adult org add ","adhd resourc add ",621000
"color special code print discount ","graphic compani onlin servic postcard brochur printer print market busi card publish dii advic businesscard design stationeri ",805301
"site navi philadelphia boathous org race row page schuylkil commun offici view org/ river ","row ",600020
"pleas accessori truck garag geno visit ","diesel dodg ",800520
"art deco sale ","event ",800520
"net ","tool ",800520
"golf ","golf ",600020
"site forum freerepubl visit vbulletin network vintag erik merit homepag comput poppi collect ","geek histori obsolet retro tech technolog appl vintag comput hardwar import collect ",906014
"stuff archiv cafe mandolin copi ","music mandolin lutheri instrument ",400000
"grace concert san cathedr venu francisco anglai org lightwork ","episcop christian spiritu church podcast sanfrancisco import ",704310
"site american php ghost develop blog main ","ghost ",704310
"stori pro firewir comput ","softwar osx shop memori store accessori onlin safariexport mac technolog tech macosx appl upgrad macbook electron ipod macintosh comput hardwar import bui retail ",906014
"heightpx navig els classimgwh resourc document height stylemargintoppxmarginbottompxmarginleftpxmarginrightpx netscap border gif ","softwar resourc reliabl mathemat engin qualiti analysi statist ",703200
"offici etusivu vancouv ","vancouv olymp ",600020
"site certifi dana directori residenti specialist com/ council nation design ","realest search organ educ design ",805301
"rhode cover findblog art netdiv john dept princip ","usabilidad access blog technolog resourc refer program interfac import develop internet usabl advic design hci ",906014
