@relation docs

@attribute top_tag string
@attribute inlink string
@attribute class string


@data
"journal cortex cerebral psychiatry american epidemiology org/ ","articles journals psychiatry psych psiquiatria research science academic journal free medical american mental mentalhealth psychology medicine nursing ",621000
"healthcentral anemia national naac diabetes action lifespan org council ","anemia ",621000
"games raven shrine quake visit ravengames homepage ","games ",513000
"myspace greg official maritime hair black loves site heart champagne singers cocaine inferno true martineden liars color afghan panthers ","music musica bands band rock ",400000
"","cool shop gift fun kids accessories furniture textile modern inspiration toys gifts shopping design scandinavian ",805301
"assoc preparedness healthfinder association national emergency natl org section main science response careers share medical michelle org/ gov ","medicine healthcare ",621000
"marantz stone fisher ","lighting design ",805301
"corporate brennan ","shares stock money finance broker stocks trading online ",805301
"association cruises freighter http/ travel com/ cruise ","freighter lifehacks travel cruise ",1051780
"site ski mountain click goto page email resort sierra summit com/ friend sierrasummit ","ski ",600020
"template ready ","powerpoint ",906014
"genealogy page ","genealogy ",704310
"spare crane dot ","crane ",805301
"site resources mouse free tutorials html view raquo htmlsource ","scripts resources tools resource images reference design ",906014
"normal beach tours course directions time feast official nights stampede pigeon packages singing compare rental dinner magnificent theatre branson view com/ dancing cabin comedy horses click line north dixiestampede bike site dixie dolly myrtle matter friendly enjoy forge smokies maps south arabian fabulous ","vacation travel ",400000
"news events nicole visit margaret ","fashion inspiration handbags clothes shopping bags ",800520
"direct fresh offshore seafood catalina public frozen products ","tuna raw store sushi seafood food fish recipes cooking shopping online ",800520
"google gallery moss edit date log password sale online par register market flea style registered sets official forgot registry comment profile ","cool shop interior fashion store art jewelry nyc architecture accessories furniture product modern decor gadgets inspiration lighting housewares contemporary lifestyle gifts shopping design retail ",800520
"help jersey american clearing clearinghouse self house http// org org/ selfhelp ","support health ",621000
"methods demo technology manager root solutions transaction domains verio ssl download avoid software free browse technewsworld search sales buyer thousands accelerate serve systems control sins support lineage delivers ecommerce alternative learn analytics reduce holiday email listmanager indices abandonment boost view internet retail conversion paper secure forrester insight network businesses online times performance servers scalable supportive read crm productivity options sample site robust application rely news marketing premium rich akamai access customers linux optimizing register integrated buydomains source directory proliant ect sim verisign vps server tips success testdrive ","technology news marketing ecommerce crm research business ",805301
